"subject","item","cue","cued_recall_acc","free_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","stim1","cued_recall_acc_pred","free_recall_acc_pred"
118,"Zukunft - Hilfe","TBF",0,0,22,"TBR","TBR","TBF","TBR",1.5,"TBR2","word022",0.103254221,0.028003337
118,"Soldat - Bericht","TBR",0,0.5,23,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word023",0.498677866,0.397023178
118,"Tochter - Dienst","TBR",1,1,24,"TBR","TBF","TBR","TBR",0.5,"TBR1","word024",0.412041603,0.291904523
119,"Zeit - Ventil","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
119,"Wasser - Brief","TBF",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
119,"Soldat - Bericht","TBR",1,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.527060801,0.433361416
119,"Himmel - Kraft","TBR",1,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1","word005",0.525533012,0.431385211
119,"Staat - Regierung","TBF",1,1,6,"TBR","TBR","TBF","TBR",1.5,"TBR2","word006",0.304615812,0.177190125
119,"Partei - Herz","TBF",0,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word007",0.30343925,0.176047993
119,"Höhe - Kapital","TBR",1,0,8,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word008",0.521502991,0.426182962
119,"Liebe - Sprache","TBF",0,0,9,"TBR","TBF","TBF","TBR",0.5,"TBR1","word009",0.301282596,0.173961476
119,"Haus - System","TBR",0,0,10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word010",0.519167147,0.42317482
119,"Zeichen - Sache","TBF",0,0,11,"TBR","TBF","TBR","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
119,"Stimme - Tätigkeit","TBF",0,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.298442073,0.171227272
119,"Kirche - Zimmer","TBF",0,0,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word013",0.297582,0.17040253
119,"Seele - Presse","TBR",1,0,14,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word014",0.515112854,0.41796629
119,"Gegner - Musik","TBF",1,0,15,"TBR","TBF","TBF","TBF",0.5,"TBR1","word015",0.174715249,0.069161568
119,"Kosten - Jahr","TBF",0,0,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.280146556,0.154003339
119,"Truppe - Uhr","TBR",0,0,17,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word017",0.503072632,0.402595896
119,"Zukunft - Hilfe","TBF",1,0,18,"TBR","TBF","TBF","TBR",0.5,"TBR1","word018",0.160268361,0.059667032
119,"Gesicht - Verwaltung","TBR",0,0,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.501508404,0.400610048
119,"Arzt - Klasse","TBR",1,0,20,"TBR","TBF","TBR","TBF",0.5,"TBR1","word020",0.414685114,0.294963623
119,"Recht - Frage","TBR",0,0,21,"TBR","TBR","TBF","TBR",1.5,"TBR2","word021",0.360245409,0.23413925
119,"Beziehung - Wunsch","TBR",0,0,22,"TBR","TBR","TBR","TBF",2.5,"TBR3","word022",0.288640287,0.161915486
119,"Rahmen - Abend","TBF",0,0,23,"TBR","TBR","TBR","TBR",2.5,"TBR3","word023",0.051017708,0.008244017
119,"Spiegel - Fenster","TBR",0,0,24,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word024",0.494956939,0.392321114
120,"Zeichen - Sache","TBF",1,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
120,"Recht - Frage","TBR",0,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.528713345,0.43550145
120,"Arzt - Klasse","TBF",0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1","word004",0.307218091,0.17972582
120,"Gesicht - Verwaltung","TBF",1,0,5,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word005",0.305870732,0.178411294
120,"Kosten - Jahr","TBF",1,0,6,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word006",0.304615812,0.177190125
120,"Soldat - Bericht","TBF",0,0,7,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word007",0.30343925,0.176047993
120,"Beziehung - Wunsch","TBR",1,0,8,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word008",0.521502991,0.426182962
120,"Stimme - Tätigkeit","TBR",1,0,9,"TBR","TBF","TBF","TBF",0.5,"TBR1","word009",0.520305182,0.424639742
120,"Gegner - Musik","TBF",1,0,10,"TBR","TBR","TBF","TBF",1.5,"TBR2","word010",0.300288368,0.173002653
120,"Höhe - Kapital","TBR",1,1,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word011",0.518083275,0.421780793
120,"Kirche - Zimmer","TBR",1,1,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.51704886,0.420451447
120,"Spiegel - Fenster","TBF",0,0,13,"TBR","TBR","TBF","TBR",1.5,"TBR2","word013",0.21203126,0.096190101
120,"Zukunft - Hilfe","TBF",1,1,14,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word014",0.281643909,0.155387444
120,"Liebe - Sprache","TBR",1,1,15,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word015",0.504770595,0.404754442
120,"Staat - Regierung","TBR",1,1,16,"TBR","TBF","TBF","TBR",0.5,"TBR1","word016",0.417714493,0.298481779
120,"Tochter - Dienst","TBF",1,0.5,17,"TBR","TBR","TBF","TBF",1.5,"TBR2","word017",0.104823056,0.028742194
120,"Rahmen - Abend","TBF",0,0,18,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word018",0.278784567,0.152748376
120,"Haus - System","TBF",0,0,19,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word019",0.278142513,0.152158106
120,"Partei - Herz","TBR",0,0,20,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word020",0.50076028,0.399661192
120,"Wasser - Brief","TBR",1,1,21,"TBR","TBF","TBF","TBF",0.5,"TBR1","word021",0.413977818,0.294144131
120,"Seele - Presse","TBF",0,0,22,"TBR","TBR","TBF","TBF",1.5,"TBR2","word022",0.103239397,0.027996393
120,"Zeit - Ventil","TBR",0,0,23,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word023",0.498677617,0.397022863
120,"Truppe - Uhr","TBR",1,1,24,"TBR","TBF","TBR","TBR",0.5,"TBR1","word024",0.412041479,0.291904379
121,"Haus - System","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
121,"Beziehung - Wunsch","TBF",0,0,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
121,"Gegner - Musik","TBR",1,1,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.527060801,0.433361416
121,"Kirche - Zimmer","TBF",0,0,5,"TBR","TBF","TBF","TBR",0.5,"TBR1","word005",0.305870732,0.178411294
121,"Liebe - Sprache","TBF",1,1,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word006",0.304615812,0.177190125
121,"Höhe - Kapital","TBF",1,0,7,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word007",0.30343925,0.176047993
121,"Gesicht - Verwaltung","TBR",1,1,8,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word008",0.521502991,0.426182962
121,"Kosten - Jahr","TBF",0,0,9,"TBR","TBF","TBF","TBF",0.5,"TBR1","word009",0.301282596,0.173961476
121,"Recht - Frage","TBR",1,1,10,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word010",0.519167147,0.42317482
121,"Truppe - Uhr","TBF",0,0,11,"TBR","TBF","TBR","TBF",0.5,"TBR1","word011",0.299342967,0.172092724
121,"Zeit - Ventil","TBR",1,1,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.51704886,0.420451447
121,"Spiegel - Fenster","TBR",0,0,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.51605988,0.419181478
121,"Staat - Regierung","TBR",0,0,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.444916582,0.330652023
121,"Rahmen - Abend","TBF",0,0,15,"TBR","TBR","TBR","TBF",2.5,"TBR3","word015",0.125503042,0.039206322
121,"Stimme - Tätigkeit","TBF",0,0,16,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word016",0.280158417,0.154014285
121,"Zukunft - Hilfe","TBF",0,0,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word017",0.279455445,0.153366057
121,"Wasser - Brief","TBR",1,1,18,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word018",0.502273359,0.401580866
121,"Soldat - Bericht","TBF",0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1","word019",0.159813968,0.059377567
121,"Himmel - Kraft","TBF",0,0,20,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word020",0.277518434,0.151585179
121,"Arzt - Klasse","TBR",0,0,21,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word021",0.500045712,0.398755451
121,"Seele - Presse","TBR",0,0,22,"TBR","TBF","TBF","TBR",0.5,"TBR1","word022",0.413310205,0.293371287
121,"Zeichen - Sache","TBR",0,0,23,"TBR","TBR","TBF","TBF",1.5,"TBR2","word023",0.35898608,0.232789035
121,"Tochter - Dienst","TBR",0,0,24,"TBR","TBR","TBR","TBF",2.5,"TBR3","word024",0.28750544,0.160849836
122,"Gesicht - Verwaltung","TBF",0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
122,"Truppe - Uhr","TBF",1,1,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
122,"Staat - Regierung","TBR",1,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3","word004",0.527060801,0.433361416
122,"Kirche - Zimmer","TBF",0,0,5,"TBR","TBF","TBF","TBF",0.5,"TBR1","word005",0.305870732,0.178411294
122,"Himmel - Kraft","TBR",1,1,6,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word006",0.524107019,0.429542667
122,"Haus - System","TBR",0,1,7,"TBR","TBF","TBR","TBF",0.5,"TBR1","word007",0.52276741,0.427813499
122,"Rahmen - Abend","TBR",0,0,8,"TBR","TBR","TBF","TBR",1.5,"TBR2","word008",0.521502991,0.426182962
122,"Wasser - Brief","TBF",0,0,9,"TBR","TBR","TBR","TBF",2.5,"TBR3","word009",0.301282596,0.173961476
122,"Arzt - Klasse","TBR",0,0,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word010",0.519167147,0.42317482
122,"Partei - Herz","TBF",0,0,11,"TBR","TBF","TBR","TBR",0.5,"TBR1","word011",0.299342967,0.172092724
122,"Höhe - Kapital","TBR",0,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.51704886,0.420451447
122,"Gegner - Musik","TBR",0,0,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.455809653,0.343814156
122,"Soldat - Bericht","TBR",0,0,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.392839899,0.269997434
122,"Stimme - Tätigkeit","TBR",1,1,15,"TBR","TBR","TBR","TBF",2.5,"TBR3","word015",0.33015327,0.202632027
122,"Spiegel - Fenster","TBR",0,0.5,16,"TBR","TBR","TBR","TBR",2.5,"TBR3","word016",0.292584713,0.165639613
122,"Zukunft - Hilfe","TBF",0,0,17,"TBR","TBR","TBR","TBR",2.5,"TBR3","word017",0.052191704,0.008576943
122,"Seele - Presse","TBF",0,0,18,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word018",0.273205148,0.147647589
122,"Tochter - Dienst","TBF",0,0,19,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word019",0.278136302,0.1521524
122,"Zeit - Ventil","TBF",0,0,20,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word020",0.277507371,0.15157503
122,"Liebe - Sprache","TBR",0,0,21,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word021",0.500037614,0.39874519
122,"Recht - Frage","TBF",0,0,22,"TBR","TBF","TBF","TBF",0.5,"TBR1","word022",0.158527885,0.058561359
122,"Zeichen - Sache","TBF",0,0,23,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word023",0.275776,0.149989845
122,"Kosten - Jahr","TBR",1,0,24,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word024",0.498031568,0.39620539
123,"Liebe - Sprache","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
123,"Kosten - Jahr","TBR",1,0.5,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.528713345,0.43550145
123,"Kirche - Zimmer","TBF",1,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2","word004",0.307218091,0.17972582
123,"Partei - Herz","TBF",0,0,5,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word005",0.305870732,0.178411294
123,"Wasser - Brief","TBR",1,1,6,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word006",0.524107019,0.429542667
123,"Spiegel - Fenster","TBR",1,1,7,"TBR","TBF","TBF","TBR",0.5,"TBR1","word007",0.52276741,0.427813499
123,"Staat - Regierung","TBR",1,0,8,"TBR","TBR","TBF","TBF",1.5,"TBR2","word008",0.521502991,0.426182962
123,"Zeichen - Sache","TBF",1,0,9,"TBR","TBR","TBR","TBF",2.5,"TBR3","word009",0.301282596,0.173961476
123,"Himmel - Kraft","TBR",1,1,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word010",0.519167147,0.42317482
123,"Zeit - Ventil","TBF",1,0,11,"TBR","TBF","TBR","TBR",0.5,"TBR1","word011",0.245424745,0.12323837
123,"Zukunft - Hilfe","TBF",1,0,12,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word012",0.283230306,0.156858886
123,"Gesicht - Verwaltung","TBR",1,1,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word013",0.506591401,0.407072501
123,"Recht - Frage","TBF",0,0,14,"TBR","TBF","TBF","TBR",0.5,"TBR1","word014",0.162257509,0.060940837
123,"Höhe - Kapital","TBF",1,1,15,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word015",0.280871427,0.154672811
123,"Truppe - Uhr","TBR",1,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word016",0.503903915,0.403652292
123,"Rahmen - Abend","TBF",1,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1","word017",0.160744275,0.059970812
123,"Gegner - Musik","TBR",1,0,18,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word018",0.502280758,0.401590259
123,"Beziehung - Wunsch","TBR",1,0,19,"TBR","TBF","TBR","TBF",0.5,"TBR1","word019",0.415407007,0.295800781
123,"Stimme - Tätigkeit","TBF",0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2","word020",0.103859052,0.028287248
123,"Arzt - Klasse","TBR",1,0,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word021",0.500044368,0.398753747
123,"Haus - System","TBF",1,0,22,"TBR","TBF","TBR","TBR",0.5,"TBR1","word022",0.158556326,0.05857936
123,"Seele - Presse","TBF",1,0,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word023",0.275782473,0.149995759
123,"Tochter - Dienst","TBR",0,0,24,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word024",0.498034672,0.396209317
124,"Kirche - Zimmer","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
124,"Arzt - Klasse","TBF",1,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.308678804,0.181154907
124,"Wasser - Brief","TBF",1,1,4,"TBF","TBF","TBR",NA,-1.5,"TBF2","word004",0.307218091,0.17972582
124,"Soldat - Bericht","TBF",1,0,5,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word005",0.305870732,0.178411294
124,"Partei - Herz","TBF",0,0,6,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word006",0.304615812,0.177190125
124,"Liebe - Sprache","TBF",0,0,7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word007",0.30343925,0.176047993
124,"Zeichen - Sache","TBR",1,1,8,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word008",0.521502991,0.426182962
124,"Recht - Frage","TBR",1,0,9,"TBR","TBF","TBF","TBF",0.5,"TBR1","word009",0.520305182,0.424639742
124,"Stimme - Tätigkeit","TBF",0,0,10,"TBR","TBR","TBF","TBF",1.5,"TBR2","word010",0.300288368,0.173002653
124,"Gesicht - Verwaltung","TBR",1,1,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word011",0.518083275,0.421780793
124,"Rahmen - Abend","TBF",1,0,12,"TBR","TBF","TBR","TBR",0.5,"TBR1","word012",0.298442073,0.171227272
124,"Zeit - Ventil","TBF",1,1,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.297582,0.17040253
124,"Truppe - Uhr","TBR",1,1,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word014",0.515112854,0.41796629
124,"Spiegel - Fenster","TBF",1,0,15,"TBR","TBF","TBF","TBR",0.5,"TBR1","word015",0.288009667,0.161322996
124,"Beziehung - Wunsch","TBR",1,1,16,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word016",0.503919313,0.403671868
124,"Gegner - Musik","TBR",1,1,17,"TBR","TBF","TBR","TBF",0.5,"TBR1","word017",0.416926245,0.297565069
124,"Seele - Presse","TBR",1,1,18,"TBR","TBR","TBF","TBR",1.5,"TBR2","word018",0.362281661,0.236328151
124,"Zukunft - Hilfe","TBF",1,0,19,"TBR","TBR","TBR","TBF",2.5,"TBR3","word019",0.051769345,0.00845653
124,"Tochter - Dienst","TBR",0,0,20,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word020",0.500331398,0.399117502
124,"Kosten - Jahr","TBF",0,0,21,"TBR","TBF","TBR","TBR",0.5,"TBR1","word021",0.158753407,0.058704157
124,"Haus - System","TBR",1,0,22,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word022",0.499355073,0.397880559
124,"Himmel - Kraft","TBR",1,0,23,"TBR","TBF","TBR","TBF",0.5,"TBR1","word023",0.41267294,0.292634183
124,"Höhe - Kapital","TBR",1,1,24,"TBR","TBR","TBF","TBR",1.5,"TBR2","word024",0.358407904,0.232170037
125,"Gegner - Musik","TBF",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.310288047,0.182734074
125,"Gesicht - Verwaltung","TBR",1,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1","word003",0.528713345,0.43550145
125,"Kosten - Jahr","TBR",1,1,4,"TBR","TBF","TBR",NA,0.5,"TBR1","word004",0.527060801,0.433361416
125,"Höhe - Kapital","TBR",1,1,5,"TBR","TBR","TBF","TBR",1.5,"TBR2","word005",0.525533012,0.431385211
125,"Tochter - Dienst","TBF",0,0,6,"TBR","TBR","TBR","TBF",2.5,"TBR3","word006",0.304615812,0.177190125
125,"Recht - Frage","TBR",1,1,7,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word007",0.52276741,0.427813499
125,"Soldat - Bericht","TBR",1,1,8,"TBR","TBF","TBR","TBR",0.5,"TBR1","word008",0.521502991,0.426182962
125,"Truppe - Uhr","TBF",1,0,9,"TBR","TBR","TBF","TBR",1.5,"TBR2","word009",0.281167492,0.154946559
125,"Haus - System","TBR",1,1,10,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word010",0.509673571,0.411004206
125,"Partei - Herz","TBR",0,0,11,"TBR","TBF","TBR","TBR",0.5,"TBR1","word011",0.422225241,0.303744843
125,"Liebe - Sprache","TBR",1,1,12,"TBR","TBR","TBF","TBR",1.5,"TBR2","word012",0.367009573,0.241437437
125,"Arzt - Klasse","TBR",1,1,13,"TBR","TBR","TBR","TBF",2.5,"TBR3","word013",0.29494031,0.167878535
125,"Zeichen - Sache","TBF",0,0,14,"TBR","TBR","TBR","TBR",2.5,"TBR3","word014",0.052896236,0.008779394
125,"Stimme - Tätigkeit","TBF",0,0,15,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word015",0.27602229,0.150214959
125,"Kirche - Zimmer","TBF",0,0.5,16,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word016",0.280146486,0.154003275
125,"Beziehung - Wunsch","TBF",1,0,17,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word017",0.279441213,0.153352944
125,"Staat - Regierung","TBF",1,0,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word018",0.278767717,0.152732874
125,"Himmel - Kraft","TBF",1,1,19,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word019",0.278121643,0.152138933
125,"Wasser - Brief","TBF",0,0,20,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word020",0.27750006,0.151568323
125,"Seele - Presse","TBF",0,0,21,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word021",0.276900945,0.151019097
125,"Rahmen - Abend","TBR",1,1,22,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word022",0.499342188,0.397864241
125,"Spiegel - Fenster","TBR",1,1,23,"TBR","TBF","TBF","TBF",0.5,"TBR1","word023",0.412646934,0.292604115
125,"Zukunft - Hilfe","TBF",1,1,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.102661323,0.027726175
126,"Recht - Frage","TBR",1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.530529395,0.437856141
126,"Gegner - Musik","TBF",0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1","word003",0.308678804,0.181154907
126,"Seele - Presse","TBF",0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1","word004",0.307218091,0.17972582
126,"Staat - Regierung","TBF",0,0,5,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word005",0.305870732,0.178411294
126,"Zukunft - Hilfe","TBF",1,0,6,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word006",0.304615812,0.177190125
126,"Gesicht - Verwaltung","TBR",1,0.5,7,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word007",0.52276741,0.427813499
126,"Rahmen - Abend","TBF",0,0,8,"TBR","TBF","TBF","TBF",0.5,"TBR1","word008",0.302330799,0.174974453
126,"Stimme - Tätigkeit","TBF",0,0,9,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word009",0.301282596,0.173961476
126,"Soldat - Bericht","TBR",0,0,10,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word010",0.519167147,0.42317482
126,"Beziehung - Wunsch","TBF",0,0,11,"TBR","TBF","TBF","TBR",0.5,"TBR1","word011",0.299342967,0.172092724
126,"Haus - System","TBR",0,0,12,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word012",0.51704886,0.420451447
126,"Tochter - Dienst","TBR",0,0,13,"TBR","TBF","TBR","TBF",0.5,"TBR1","word013",0.51605988,0.419181478
126,"Höhe - Kapital","TBR",1,1,14,"TBR","TBR","TBF","TBR",1.5,"TBR2","word014",0.515112854,0.41796629
126,"Kirche - Zimmer","TBR",0,0,15,"TBR","TBR","TBR","TBF",2.5,"TBR3","word015",0.428203267,0.310764495
126,"Liebe - Sprache","TBF",0,0,16,"TBR","TBR","TBR","TBR",2.5,"TBR3","word016",0.113217898,0.032829275
126,"Zeichen - Sache","TBR",0,0,17,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word017",0.503083184,0.402609302
126,"Wasser - Brief","TBR",0,0,18,"TBR","TBF","TBR","TBR",0.5,"TBR1","word018",0.416161707,0.296676795
126,"Arzt - Klasse","TBF",0,0,19,"TBR","TBR","TBF","TBR",1.5,"TBR2","word019",0.104186343,0.028441372
126,"Zeit - Ventil","TBF",0,0,20,"TBF","TBR","TBR","TBF",-0.5,"TBF1","word020",0.277516473,0.15158338
126,"Himmel - Kraft","TBF",0,0,21,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word021",0.276922301,0.151038663
126,"Partei - Herz","TBR",0,0,22,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word022",0.499349429,0.397873411
126,"Truppe - Uhr","TBR",0,0,23,"TBR","TBF","TBF","TBF",0.5,"TBR1","word023",0.412656946,0.292615691
126,"Spiegel - Fenster","TBR",1,1,24,"TBR","TBR","TBF","TBF",1.5,"TBR2","word024",0.358385856,0.232146443
127,"Zeit - Ventil","TBR",0,0,2,"TBR",NA,NA,NA,0.5,"TBR1","word002",0.530529395,0.437856141
127,"Recht - Frage","TBR",1,0,3,"TBR","TBR",NA,NA,1.5,"TBR2","word003",0.528713345,0.43550145
127,"Zukunft - Hilfe","TBR",0,0,4,"TBR","TBR","TBR",NA,2.5,"TBR3","word004",0.527060801,0.433361416
127,"Kirche - Zimmer","TBR",0,0,5,"TBR","TBR","TBR","TBR",2.5,"TBR3","word005",0.525533012,0.431385211
127,"Wasser - Brief","TBF",0,0,6,"TBR","TBR","TBR","TBR",2.5,"TBR3","word006",0.304615812,0.177190125
127,"Soldat - Bericht","TBF",1,1,7,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word007",0.30343925,0.176047993
127,"Haus - System","TBF",0,0,8,"TBF","TBF","TBR","TBR",-1.5,"TBF2","word008",0.302330799,0.174974453
127,"Rahmen - Abend","TBR",1,1,9,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word009",0.520305182,0.424639742
127,"Seele - Presse","TBF",0,0,10,"TBR","TBF","TBF","TBF",0.5,"TBR1","word010",0.265907883,0.141074927
127,"Gesicht - Verwaltung","TBR",1,1,11,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word011",0.508596487,0.409629137
127,"Himmel - Kraft","TBF",0,0,12,"TBR","TBF","TBR","TBF",0.5,"TBR1","word012",0.163391448,0.061671815
127,"Gegner - Musik","TBF",0,0,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1","word013",0.282410392,0.156097741
127,"Truppe - Uhr","TBF",0,0,14,"TBF","TBF","TBR","TBF",-1.5,"TBF2","word014",0.281609176,0.155355286
127,"Kosten - Jahr","TBF",0,0,15,"TBF","TBF","TBF","TBR",-2.5,"TBF3","word015",0.280845799,0.154649122
127,"Stimme - Tätigkeit","TBF",0,0,16,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word016",0.280120104,0.153978929
127,"Beziehung - Wunsch","TBR",1,1,17,"TBF","TBF","TBF","TBF",-2.5,"TBF3","word017",0.503062305,0.402582778
127,"Höhe - Kapital","TBF",0,0,18,"TBR","TBF","TBF","TBF",0.5,"TBR1","word018",0.160253967,0.059657853
127,"Spiegel - Fenster","TBR",0,1,19,"TBF","TBR","TBF","TBF",-0.5,"TBF1","word019",0.50150794,0.40060946
127,"Liebe - Sprache","TBR",0,0,20,"TBR","TBF","TBR","TBF",0.5,"TBR1","word020",0.414685226,0.294963754
127,"Zeichen - Sache","TBR",0,0,21,"TBR","TBR","TBF","TBR",1.5,"TBR2","word021",0.360246933,0.234140886
127,"Staat - Regierung","TBR",0,0,22,"TBR","TBR","TBR","TBF",2.5,"TBR3","word022",0.288640287,0.161915486
127,"Arzt - Klasse","TBF",0,0,23,"TBR","TBR","TBR","TBR",2.5,"TBR3","word023",0.051017708,0.008244017
127,"Partei - Herz","TBF",0,0,24,"TBF","TBR","TBR","TBR",-0.5,"TBF1","word024",0.270445867,0.145149074
128,"Liebe - Sprache","TBF",0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1","word002",0.310288047,0.182734074
128,"Himmel - Kraft","TBF",1,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2","word003",0.308678804,0.181154907
