"subject","group","cue","condition","list","stim1","stim2","free_recall_pair","free_recall_single","free_recall_acc","cued_recall_acc","trial","cue_prioritem1","cue_prioritem2","cue_prioritem3","cue_prioritem4","cue_consec_value","cue_consec_lab","cued_recall_acc_pred","free_recall_acc_pred"
7,"C","TBR","Reh","C1","rede","Vorstellung",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.394152581,0.223848594
7,"C","TBR","Reh","C1","wirtschaft","Vertrag",NA,NA,0,0,4,"TBF","TBR","TBF",NA,-0.5,"TBF1",0.417595154,0.246472508
7,"C","TBR","Reh","C1","abschluss","Rathaus",NA,NA,0,0,5,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.371920918,0.205688814
7,"C","TBR","Reh","C1","farbe","Roller",NA,NA,0,0,6,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.39320346,0.221441223
7,"C","TBR","Reh","C1","erde","Ordnung",NA,NA,0,0,8,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.378880577,0.209756511
7,"C","TBR","Reh","C1","wirkung","Vertreter",NA,NA,0,0,9,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.426915646,0.251376048
7,"C","TBR","Reh","C1","ofen","Gardinen",NA,NA,0,1,12,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.43758176,0.265603311
7,"C","TBR","Reh","C1","regel","Bild",NA,NA,0,0,13,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.322379318,0.171763143
7,"C","TBR","Reh","C1","schneider","Nacht",NA,NA,0,1,16,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.430823676,0.254848442
7,"C","TBR","Reh","C1","luft","Unterstützung",NA,NA,0,0,17,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.384807421,0.197850688
7,"C","TBR","Reh","C1","boden","Gebiet",NA,NA,0,1,21,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.438642681,0.261899763
7,"C","TBR","Reh","C1","mensch","Rechte",NA,NA,0,1,22,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.412559501,0.216909133
7,"C","TBR","Reh","C2","beispiel","Blut",NA,NA,0,0,3,"TBF","TBF",NA,NA,-1.5,"TBF2",0.405413033,0.233986217
7,"C","TBR","Reh","C2","volk","Straße",NA,NA,0,1,8,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.373524509,0.20606274
7,"C","TBR","Reh","C2","stachel","Armee",NA,NA,0,1,9,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.400909803,0.227039649
7,"C","TBR","Reh","C2","stimme","Tätigkeit",NA,NA,0,0,11,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.398067963,0.223856647
7,"C","TBR","Reh","C2","lösung","Körper",NA,NA,0,0,13,"TBF","TBR","TBF","TBR",-0.5,"TBF1",NA,NA
7,"C","TBR","Reh","C2","teil","Besen",NA,NA,0,0,14,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.449576338,0.280963977
7,"C","TBR","Reh","C2","tier","Flasche",NA,NA,0,0,16,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.453982473,0.286067667
7,"C","TBR","Reh","C2","mittel","Zusammenhang",NA,NA,0,0,18,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.506480646,0.393124618
7,"C","TBR","Reh","C2","gruppe","Stück",NA,NA,0,1,19,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.377970941,0.191797593
7,"C","TBR","Reh","C2","schutz","Bildung",NA,NA,0,0,20,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.275516078,0.153845299
7,"C","TBR","Reh","C2","verlobung","Augenblick",1,NA,1,1,22,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.443715431,0.264421947
7,"C","TBR","Reh","C2","untersuchung","Brücke",NA,NA,0,0,23,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.336349285,0.171709757
7,"C","TBR","Reh+Att","D1","kultur","Bedeutung",NA,NA,0,0,4,"TBF","TBF","TBF",NA,-2.5,"TBF3",0.35324306,0.194472199
7,"C","TBR","Reh+Att","D1","wasser","Brief",NA,NA,0,0,5,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.422649903,0.251715655
7,"C","TBR","Reh+Att","D1","inhalt","Zweck",NA,NA,0,0,7,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.391657578,0.219807472
7,"C","TBR","Reh+Att","D1","zeit","Ventil",NA,NA,0,0,8,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.430653902,0.259434836
7,"C","TBR","Reh+Att","D1","bereich","Berg",NA,NA,0,1,9,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.394759833,0.221715019
7,"C","TBR","Reh+Att","D1","monat","Mitarbeiter",NA,NA,0,0,10,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.391820586,0.218629753
7,"C","TBR","Reh+Att","D1","schädel","Million",NA,NA,0,1,11,"TBR","TBR","TBR","TBR",2.5,"TBR3",NA,NA
7,"C","TBR","Reh+Att","D1","jugend","General",1,NA,1,1,14,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.441584774,0.269614684
7,"C","TBR","Reh+Att","D1","geschichte","Ergebnis",NA,NA,0,1,18,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.428048935,0.250717118
7,"C","TBR","Reh+Att","D1","theater","Zeitung",NA,NA,0,1,19,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.419190559,0.223784784
7,"C","TBR","Reh+Att","D1","mädchen","Ding",1,NA,1,1,21,"TBF","TBR","TBR","TBF",-0.5,"TBF1",NA,NA
7,"C","TBR","Reh+Att","D1","bauer","Versuch",NA,NA,0,0,23,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.45138699,0.277758306
7,"C","TBR","Reh+Att","D2","mitte","Stift",NA,NA,0,1,2,"TBR",NA,NA,NA,0.5,"TBR1",0.37069693,0.20562025
7,"C","TBR","Reh+Att","D2","raum","Berliner",NA,NA,0,1,3,"TBR","TBR",NA,NA,1.5,"TBR2",0.405413033,0.233986217
7,"C","TBR","Reh+Att","D2","idee","Morgen",NA,1,0.5,0,4,"TBR","TBR","TBR",NA,2.5,"TBR3",0.417595154,0.246472508
7,"C","TBR","Reh+Att","D2","chef","Acker",NA,NA,0,1,5,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.407955686,0.235483246
7,"C","TBR","Reh+Att","D2","prinzip","Zaun",NA,NA,0,0,11,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.392099163,0.218916953
7,"C","TBR","Reh+Att","D2","zahl","Verhalten",NA,NA,0,0,15,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.455894781,0.28985001
7,"C","TBR","Reh+Att","D2","haus","System",NA,NA,0,0,16,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.384064854,0.199872257
7,"C","TBR","Reh+Att","D2","industrie","Artikel",NA,NA,0,0,19,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.441296609,0.266262756
7,"C","TBR","Reh+Att","D2","funktion","Dorf",NA,NA,0,0,20,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.353564894,0.18210497
7,"C","TBR","Reh+Att","D2","werk","Aufgabe",1,NA,1,1,21,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.263090357,0.152137657
7,"C","TBR","Reh+Att","D2","vorschlag","Poster",1,NA,1,1,23,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.496980695,0.355869993
8,"D","TBR","Reh","A1","tür","Theorie",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",NA,NA
8,"D","TBR","Reh","A1","tanne","Geige",1,NA,1,1,3,"TBR","TBR",NA,NA,1.5,"TBR2",0.392201481,0.221727698
8,"D","TBR","Reh","A1","gefühl","Wert",1,NA,1,1,8,"TBF","TBF","TBF","TBF",-2.5,"TBF3",NA,NA
8,"D","TBR","Reh","A1","feind","Bewusstsein",NA,NA,0,0,9,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.383161363,0.212597212
8,"D","TBR","Reh","A1","kirche","Zimmer",NA,NA,0,0,10,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.378157024,0.207998611
8,"D","TBR","Reh","A1","natur","Blick",NA,NA,0,0,11,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.302678364,0.164065809
8,"D","TBR","Reh","A1","wort","Anwendung",NA,NA,0,0,12,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.282673874,0.155591393
8,"D","TBR","Reh","A1","erfahrung","Sand",NA,NA,0,0,14,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.409580864,0.230485856
8,"D","TBR","Reh","A1","kopf","Leitung",NA,NA,0,0,16,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.404115453,0.227529922
8,"D","TBR","Reh","A1","kreis","Erkenntnis",NA,NA,0,0,18,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.450565033,0.279556567
8,"D","TBR","Reh","A1","organisation","Statue",NA,NA,0,0,19,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.412820514,0.213198896
8,"D","TBR","Reh","A2","zustand","Schnee",NA,NA,0,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.394152581,0.223848594
8,"D","TBR","Reh","A2","kosten","Jahr",NA,NA,0,0,3,"TBR","TBF",NA,NA,0.5,"TBR1",0.392201481,0.221727698
8,"D","TBR","Reh","A2","tatsache","Schläger",NA,NA,0,0,4,"TBR","TBR","TBF",NA,1.5,"TBR2",0.410160592,0.238297026
8,"D","TBR","Reh","A2","rat","Stein",NA,NA,0,0,5,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.394863615,0.223234161
8,"D","TBR","Reh","A2","ozean","Lehne",NA,NA,0,1,7,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.397770814,0.225005233
8,"D","TBR","Reh","A2","kritik","Buch",1,NA,1,1,8,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.358222649,0.194081646
8,"D","TBR","Reh","A2","stamm","Garten",1,NA,1,1,9,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.330391892,0.171180344
8,"D","TBR","Reh","A2","gegenstand","Pferd",NA,NA,0,0,17,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.429396233,0.252703263
8,"D","TBR","Reh","A2","ausdruck","Bruder",1,NA,1,1,18,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.388000247,0.208311128
8,"D","TBR","Reh","A2","hand","Planet",1,NA,1,1,19,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.320201541,0.165701464
8,"D","TBR","Reh","A2","kind","Gericht",1,NA,1,1,21,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.470879778,0.309991866
8,"D","TBR","Reh","A2","welt","Willen",1,NA,1,1,24,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.466438324,0.300151123
8,"D","TBR","Att","B1","laden","Knopf",NA,NA,0,1,2,"TBR",NA,NA,NA,0.5,"TBR1",0.346247236,0.191038958
8,"D","TBR","Att","B1","beutel","Lenkrad",NA,NA,0,0,4,"TBF","TBR","TBR",NA,-0.5,"TBF1",0.357980316,0.197167281
8,"D","TBR","Att","B1","minister","Rolle",NA,NA,0,1,5,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.401246941,0.228974638
8,"D","TBR","Att","B1","person","Schule",1,NA,1,1,12,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.396768429,0.222441438
8,"D","TBR","Att","B1","urteil","Finger",1,NA,1,1,13,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.435701129,0.262508057
8,"D","TBR","Att","B1","schüler","Leben",1,NA,1,1,14,"TBR","TBR","TBF","TBF",1.5,"TBR2",NA,NA
8,"D","TBR","Att","B1","falle","Heizung",NA,NA,0,1,17,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.478417086,0.328168842
8,"D","TBR","Att","B1","lackierung","Marathon",NA,NA,0,1,20,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.472555239,0.31386722
8,"D","TBR","Att","B1","winter","Marke",NA,NA,0,1,21,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.395520437,0.203337498
8,"D","TBR","Att","B1","darstellung","Fluss",NA,NA,0,1,22,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.279084532,0.154230245
8,"D","TBR","Att","B1","freibad","Abfall",NA,NA,0,1,23,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.190118845,0.14295859
8,"D","TBR","Att","B2","gesetz","Fräulein",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",0.360376677,0.198994551
8,"D","TBR","Att","B2","wagen","Decke",NA,NA,0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2",0.354341526,0.195264409
8,"D","TBR","Att","B2","richter","Konferenz",1,NA,1,1,6,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.420091483,0.247999069
8,"D","TBR","Att","B2","schreibtisch","Stelle",NA,NA,0,1,8,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.396215763,0.223289231
8,"D","TBR","Att","B2","zukunft","Hilfe",NA,NA,0,1,15,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.455894781,0.28985001
8,"D","TBR","Att","B2","freiheit","Reihe",NA,NA,0,1,16,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.385108924,0.205797253
8,"D","TBR","Att","B2","schlüssel","Weg",NA,NA,0,1,17,"TBR","TBR","TBF","TBF",1.5,"TBR2",NA,NA
8,"D","TBR","Att","B2","nation","Auffassung",1,NA,1,1,18,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.24628328,0.15029351
8,"D","TBR","Att","B2","gefahr","Zahn",NA,NA,0,1,19,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.142682913,0.141490675
8,"D","TBR","Att","B2","soldat","Bericht",NA,NA,0,1,20,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.158809157,0.141823756
8,"D","TBR","Att","B2","schwester","Entwicklung",1,NA,1,1,23,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.476608246,0.318763902
8,"D","TBR","Reh+Att","C1","kaiser","Tat",NA,NA,0,1,3,"TBF","TBR",NA,NA,-0.5,"TBF1",0.380255776,0.212151814
8,"D","TBR","Reh+Att","C1","gelegenheit","Ordner",NA,NA,0,0,4,"TBR","TBF","TBR",NA,0.5,"TBR1",0.36288573,0.200104412
8,"D","TBR","Reh+Att","C1","hälfte","Klettern",NA,NA,0,1,7,"TBF","TBF","TBR","TBR",-1.5,"TBF2",NA,NA
8,"D","TBR","Reh+Att","C1","behandlung","Schrift",NA,NA,0,1,9,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.372392652,0.205091347
8,"D","TBR","Reh+Att","C1","partei","Herz",NA,NA,0,1,10,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.414939863,0.23899178
8,"D","TBR","Reh+Att","C1","arzt","Klasse",NA,NA,0,1,13,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.451653327,0.284927674
8,"D","TBR","Reh+Att","C1","seele","Presse",NA,NA,0,1,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.43820564,0.263929249
8,"D","TBR","Reh+Att","C1","liebe","Sprache",NA,NA,0,1,17,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.411741001,0.216102104
8,"D","TBR","Reh+Att","C1","schaden","Bein",NA,NA,0,1,19,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.449020949,0.276715686
8,"D","TBR","Reh+Att","C1","wesen","Durchführung",NA,NA,0,0,20,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.347019379,0.177930834
8,"D","TBR","Reh+Att","C1","stunde","Polizei",1,NA,1,1,24,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.47512331,0.315224306
8,"D","TBR","Reh+Att","C2","kenntnis","Wase",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",0.407928729,0.237153599
8,"D","TBR","Reh+Att","C2","druck","Topf",1,NA,1,1,4,"TBF","TBR","TBR",NA,-0.5,"TBF1",0.367971028,0.203316396
8,"D","TBR","Reh+Att","C2","wissenschaft","Tasse",NA,NA,0,0,5,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.415051015,0.242954811
8,"D","TBR","Reh+Att","C2","haltung","Ball",NA,NA,0,1,11,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.439635904,0.269078358
8,"D","TBR","Reh+Att","C2","dame","Verfügung",NA,NA,0,0,12,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.430012367,0.256029496
8,"D","TBR","Reh+Att","C2","grund","Urkunde",NA,NA,0,0,16,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.416945253,0.239663302
8,"D","TBR","Reh+Att","C2","richtung","Maß",NA,NA,0,1,20,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.432604977,0.255076713
8,"D","TBR","Reh+Att","C2","staat","Regierung",1,NA,1,1,21,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.407165533,0.213564325
8,"D","TBR","Reh+Att","C2","entscheidung","Tüte",NA,NA,0,0,22,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.262077087,0.15196605
8,"D","TBR","Reh+Att","C2","größe","Beschreibung",NA,NA,0,0,23,"TBR","TBR","TBR","TBF",2.5,"TBR3",NA,NA
8,"D","TBR","Reh+Att","C2","umstand","Socken",NA,1,0.5,0,24,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.140802648,0.141362456
8,"D","TBR","Control","D1","verbindung","Seite",NA,NA,0,1,4,"TBF","TBF","TBF",NA,-2.5,"TBF3",0.403220654,0.231313412
8,"D","TBR","Control","D1","rücken","Angst",NA,NA,0,1,5,"TBR","TBF","TBF","TBF",0.5,"TBR1",NA,NA
8,"D","TBR","Control","D1","wohnung","Stadt",1,NA,1,1,6,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.39320346,0.221441223
8,"D","TBR","Control","D1","kacheln","Scheibe",NA,NA,0,0,7,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.385790236,0.215138995
8,"D","TBR","Control","D1","spiel","Gegensatz",NA,NA,0,1,8,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.438794285,0.270371297
8,"D","TBR","Control","D1","zeichen","Sache",NA,NA,0,0,9,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.374772595,0.205057676
8,"D","TBR","Control","D1","satz","Bevölkerung",NA,NA,0,0,10,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.285215716,0.159929
8,"D","TBR","Control","D1","hoffnung","Bedingung",1,NA,1,1,12,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.415877021,0.240219797
8,"D","TBR","Control","D1","heimat","Eindruck",1,NA,1,1,16,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.423744123,0.246812716
8,"D","TBR","Control","D1","land","Gegenwart",1,NA,1,1,20,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.512051769,0.404910906
8,"D","TBR","Control","D1","krieg","Foto",1,NA,1,1,21,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.433776752,0.235943746
8,"D","TBR","Control","D1","name","Akademie",1,NA,1,1,24,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.514156543,0.404179379
8,"D","TBR","Control","D2","fassade","Girlande",NA,NA,0,1,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.355499658,0.196112088
8,"D","TBR","Control","D2","hocker","König",NA,NA,0,1,5,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.382923921,0.213549284
8,"D","TBR","Control","D2","spiegel","Fenster",NA,NA,0,1,6,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.375978661,0.208219787
8,"D","TBR","Control","D2","vater","Möglichkeit",NA,NA,0,1,7,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.404153833,0.230826565
8,"D","TBR","Control","D2","anspruch","Leiste",NA,NA,0,0,10,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.412315817,0.237476466
8,"D","TBR","Control","D2","meinung","Macht",1,NA,1,1,11,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.431882335,0.25893799
8,"D","TBR","Control","D2","prozent","Rasen",NA,NA,0,1,13,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.469545231,0.315694512
8,"D","TBR","Control","D2","ort","Blatt",1,NA,1,1,15,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.405296676,0.228895026
8,"D","TBR","Control","D2","schritt","Arbeit",NA,NA,0,1,19,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.49340255,0.35817901
8,"D","TBR","Control","D2","mund","Schrank",NA,NA,0,1,20,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.446033029,0.249390591
8,"D","TBR","Control","D2","auge","Einfluss",1,NA,1,1,22,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.469309968,0.306443044
8,"D","TBR","Control","D2","abkommen","Meer",NA,NA,0,0,23,"TBR","TBF","TBR","TBR",0.5,"TBR1",0.357279126,0.181533757
9,"A","TBR","Control","A1","führung","Wandern",1,NA,1,0,2,"TBF",NA,NA,NA,-0.5,"TBF1",NA,NA
9,"A","TBR","Control","A1","karton","Koffer",1,NA,1,1,4,"TBF","TBR","TBF",NA,-0.5,"TBF1",0.373249602,0.206842414
9,"A","TBR","Control","A1","waffe","Kamin",NA,NA,0,0,7,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.374717674,0.207102672
9,"A","TBR","Control","A1","menge","Ziegel",NA,NA,0,1,9,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.421027375,0.247258823
9,"A","TBR","Control","A1","jahrhundert","Stern",NA,NA,0,1,10,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.419178761,0.244674625
9,"A","TBR","Control","A1","zweifel","Aussicht",NA,NA,0,0,11,"TBR","TBR","TBF","TBR",1.5,"TBR2",0.447834792,0.280866295
9,"A","TBR","Control","A1","insel","Sofa",NA,NA,0,1,12,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.308877095,0.166565749
9,"A","TBR","Control","A1","tag","Wald",NA,NA,0,1,13,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.273946356,0.154116787
9,"A","TBR","Control","A1","düne","Arena",1,NA,1,1,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3",NA,NA
9,"A","TBR","Control","A1","punkt","Woche",NA,NA,0,0,19,"TBR","TBF","TBF","TBF",0.5,"TBR1",0.379686613,0.196590958
9,"A","TBR","Control","A1","verhältnis","Titel",NA,1,0.5,0,20,"TBR","TBR","TBF","TBF",1.5,"TBR2",NA,NA
9,"A","TBR","Control","A1","gesicht","Verwaltung",NA,NA,0,0,23,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.495412476,0.357792664
9,"A","TBR","Control","A2","wein","Unterführung",1,NA,1,1,2,"TBF",NA,NA,NA,-0.5,"TBF1",0.394152581,0.223848594
9,"A","TBR","Control","A2","folge","Kabel",1,NA,1,1,6,"TBF","TBF","TBF","TBR",-2.5,"TBF3",0.399440738,0.226888738
9,"A","TBR","Control","A2","gestalt","Karte",NA,NA,0,0,8,"TBF","TBR","TBF","TBF",-0.5,"TBF1",0.438794285,0.270371297
9,"A","TBR","Control","A2","preis","Schwierigkeit",1,NA,1,1,11,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.398067963,0.223856647
9,"A","TBR","Control","A2","literatur","Wirklichkeit",NA,NA,0,0,12,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.43758176,0.265603311
9,"A","TBR","Control","A2","sohn","Angeklagte",1,NA,1,1,15,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.425163146,0.248829741
9,"A","TBR","Control","A2","nähe","Computer",NA,NA,0,0,16,"TBR","TBF","TBF","TBR",0.5,"TBR1",NA,NA
9,"A","TBR","Control","A2","einheit","Erklärung",NA,NA,0,0,19,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.457085479,0.288636814
9,"A","TBR","Control","A2","gedanke","Linie",NA,NA,0,0,20,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.354314616,0.182514575
9,"A","TBR","Control","A2","bürger","Philosophie",NA,NA,0,0,21,"TBR","TBR","TBF","TBF",1.5,"TBR2",NA,NA
9,"A","TBR","Control","A2","schicksal","Weise",NA,NA,0,0,22,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.140748941,0.141530269
9,"A","TBR","Control","A2","verhandlung","Westen",NA,NA,0,0,23,"TBR","TBR","TBR","TBR",2.5,"TBR3",0.145634471,0.141472478
9,"A","TBR","Reh+Att","B1","mitte","Stift",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",0.376172854,0.209453373
9,"A","TBR","Reh+Att","B1","werk","Aufgabe",NA,NA,0,0,3,"TBR","TBR",NA,NA,1.5,"TBR2",0.369291866,0.204422339
9,"A","TBR","Reh+Att","B1","raum","Berliner",NA,NA,0,0,5,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.366724998,0.202290661
9,"A","TBR","Reh+Att","B1","arme","Glück",NA,1,0.5,1,7,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.391657578,0.219807472
9,"A","TBR","Reh+Att","B1","vorschlag","Poster",NA,NA,0,0,9,"TBF","TBR","TBF","TBR",-0.5,"TBF1",0.377680197,0.20866936
9,"A","TBR","Reh+Att","B1","prinzip","Zaun",NA,NA,0,0,10,"TBR","TBF","TBR","TBF",0.5,"TBR1",0.357326485,0.184200052
9,"A","TBR","Reh+Att","B1","zahl","Verhalten",NA,NA,0,1,12,"TBF","TBR","TBR","TBF",-0.5,"TBF1",0.43758176,0.265603311
9,"A","TBR","Reh+Att","B1","chef","Acker",1,NA,1,1,18,"TBF","TBF","TBF","TBF",-2.5,"TBF3",0.414489411,0.236499494
9,"A","TBR","Reh+Att","B1","industrie","Artikel",NA,NA,0,1,21,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.509655253,0.396424173
9,"A","TBR","Reh+Att","B1","funktion","Dorf",NA,NA,0,0,22,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.462032471,0.262815577
9,"A","TBR","Reh+Att","B1","haus","System",NA,1,0.5,0,23,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.284102554,0.154901777
9,"A","TBR","Reh+Att","B2","wasser","Brief",NA,NA,0,0,2,"TBR",NA,NA,NA,0.5,"TBR1",0.400801627,0.229987807
9,"A","TBR","Reh+Att","B2","jugend","General",NA,NA,0,0,5,"TBF","TBF","TBR","TBR",-1.5,"TBF2",0.377315264,0.209424539
9,"A","TBR","Reh+Att","B2","kultur","Bedeutung",NA,NA,0,0,6,"TBR","TBF","TBF","TBR",0.5,"TBR1",0.360602183,0.198330833
9,"A","TBR","Reh+Att","B2","inhalt","Zweck",NA,NA,0,1,7,"TBR","TBR","TBF","TBF",1.5,"TBR2",0.43324092,0.263606582
9,"A","TBR","Reh+Att","B2","zeit","Ventil",NA,NA,0,0,8,"TBR","TBR","TBR","TBF",2.5,"TBR3",0.355673235,0.192308785
9,"A","TBR","Reh+Att","B2","monat","Mitarbeiter",NA,NA,0,0,10,"TBF","TBR","TBR","TBR",-0.5,"TBF1",0.433924975,0.262202779
9,"A","TBR","Reh+Att","B2","schädel","Million",NA,NA,0,0,13,"TBF","TBF","TBR","TBF",-1.5,"TBF2",NA,NA
9,"A","TBR","Reh+Att","B2","geschichte","Ergebnis",NA,NA,0,0,16,"TBF","TBF","TBR","TBF",-1.5,"TBF2",0.462444484,0.299694942
